	CANET	CM1	CM2	CM3	CS1	CS2	CS3	SCM1	SCM2	SCS2	SCS3	Sea1	Sea2	Sea3	SM1	SM2	SM3	SOLA	SS1	SS2	SS3
SV_87_Flavobacteriales	0	0	0	0	3.52783461511324e-05	0	0	7.45045447772314e-05	3.65470360353775e-05	0.000193348801237432	4.75127096498313e-05	0.000329113368585032	0.00299035762236055	0.00237854980539138	0.000918041090252936	0.00241312741312741	0.00136227808050624	0.0218528610354223	0.000477658604368405	0.000548847420417124	0.000778112449799197
SV_88_Alteromonadales	0	0	0	0	0	0	0	0	3.65470360353775e-05	0	4.75127096498313e-05	0.00041687693354104	0	0.000144154533660084	6.33131786381335e-05	0.00138352638352638	0.00136227808050624	0	0.00301793390941856	0.00524835345773875	0.00798192771084337
SV_89_Flavobacteriales	0	0	0	0	0	0	0	7.45045447772314e-05	7.30940720707551e-05	0.000128899200824955	4.75127096498313e-05	0.00432235557408342	0.00750640790919077	0.00785642208447456	0.0010446674475292	0.00109395109395109	0.00171383371418527	0.00452316076294278	0.000868470189760737	0.000548847420417124	0.000627510040160643
SV_90_Rhodobacterales	0.00204482894219426	0.00635064640508052	0.000872012366720837	0.0048415159996974	0.00183447399985889	0.00290697674418605	0.00682754561506769	0.000633288630606467	0.00489730282874059	0.00360917762309874	0.000617665225447807	0	0	0	0	0	4.39444542098787e-05	0	0	0	0
SV_91_Flavobacteriales	0.00306724341329139	0.00347773493611552	0.0028142217289627	0.00268552840608215	0.00384533973047344	0.00169133192389006	0.00288404944084756	0.00465653404857696	0.00281412177472407	0.00212683681361176	0.00156791941844443	0	0	0	0	3.21750321750322e-05	0	0	0	0	0
SV_92_Rhodobacterales	0	0	0	0	3.52783461511324e-05	0	0	3.72522723886157e-05	0	0	0	0.000153586238673015	0.000122055413157574	0.000144154533660084	0.00205767830573934	0.000193050193050193	0.00241694498154333	0	0.000759911416040644	0.00806119648737651	0.00682730923694779
SV_93_Flavobacteriales	0.022178529296107	0.00204127920163302	0.00170438780768164	0.00143732506241017	0.00257531926903267	0.003276955602537	0.00141259564449676	0.00104306362688124	0.00138878736934435	0.00103119360659964	0.00137786857984511	0	0	0	0	0	0	0	0	0	2.51004016064257e-05
SV_94_Rickettsiales	0	0	0	0	0	0	0	0.000111756817165847	0.000255829252247643	0.000128899200824955	4.75127096498313e-05	0.000351054259824034	0.00366166239472721	0.00201816347124117	0.00155117287663427	0.00135135135135135	0.000527333450518545	0.020708446866485	0.000347388075904295	0.000686059275521405	0.000426706827309237
SV_95_Rhodobacterales	0.005505308690523	0.00264610266878355	0.00225930476832217	0.00162644678114835	0.00335144288435758	0.00338266384778013	0.00270747498528546	0.00279392042914618	0.00354506249543162	0.00238463521526167	0.0015204067087946	0	0	0	0	0	0	0	0	0	0
SV_96_Oceanospirillales	0	0	0	0	3.52783461511324e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139172347909158	0	0
SV_97_Cytophagales	0.0027526543452615	0.00400695546987223	0.00336913868960323	0.00155079809365308	0.0025047625767304	0.00211416490486258	0.00347263095938788	0.00223513634331694	0.00288721584679483	0.00232018561484919	0.00142538128949494	4.38817824780043e-05	6.10277065787868e-05	0.000144154533660084	6.33131786381335e-05	6.43500643500643e-05	0.000219722271049394	5.44959128065395e-05	0	3.43029637760703e-05	0.00017570281124498
SV_98_Flavobacteriales	0.0022021234762092	0.00309972026914644	0.00305204328352293	0.00287465012482033	0.00310449446129965	0.00211416490486258	0.00282519128899353	0.00216063179853971	0.00215627512608727	0.00251353441608662	0.00185299567634342	0	0	0	0	0	0	0	0	0	0
SV_99_Micrococcales	0.00306724341329139	0.00204127920163302	0.00138729240160133	0.00113473031242908	0.00158752557680096	0.00232558139534884	0.0011183048852266	0.00078229772016093	0.00138878736934435	0.0014178912090745	0.0015204067087946	0.000109704456195011	0.000732332478945441	0.000288309067320167	0.0010446674475292	0.000611325611325611	0.000922833538407453	0.00370572207084469	0.000455946849624387	0.000583150384193194	0.000828313253012048
SV_100_Flavobacteriales	0.000629178136059772	0.00446057307023512	0.00202148321376194	7.5648687495272e-05	0.00183447399985889	0.00348837209302326	0.00435550323719835	0.00186261361943079	0.0039105328557854	0.00464037122969838	0.00190050838599325	2.19408912390021e-05	6.10277065787868e-05	0	0	0	0	0	0	0	0
SV_101_Rhodospirillales	0	0	0	0	0	0	0	0	7.30940720707551e-05	0.000128899200824955	9.50254192996627e-05	0.000745990302126072	6.10277065787868e-05	7.20772668300418e-05	0.0148785969799614	0.000128700128700129	0.000659166813148181	0	0	0.000480241492864984	0.000753012048192771
SV_102_Flavobacteriales	0.00149429807314196	0.00264610266878355	0.00210075706528202	0.00313942053105379	0.00194030903831228	0.00290697674418605	0.00306062389640965	0.00178810907465355	0.00274102770265331	0.00270688321732405	0.00209055922459258	0	0	0	0	0	0	0	0	0	0
SV_103_Alteromonadales	0	0	0	0	0	0	0	0	0	6.44496004124774e-05	0	0.00961011036268293	0.00268521908946662	0.00533371774542309	0	0	0	0	0	0	0
SV_104_Rickettsiales	0	0	0	0	0	0	0	0.000111756817165847	0.000109641108106133	0.000128899200824955	4.75127096498313e-05	0.000285231586107028	0.000976443305260588	0.000360386334150209	0.00136123334071987	0.000836550836550837	0.000922833538407453	0.019291553133515	0.000325676321160276	0.000891877058177827	0.000602409638554217
SV_105_Rhodobacterales	0.00542666142351553	0.00196567626823921	0.00174402473344167	0.00226946062485816	0.00215197911521908	0.00359408033826638	0.00253090052972337	0.00204887498137386	0.0021197280900519	0.00174013921113689	0.00171045754739393	0	0	0	0	0	0	0	0	0	2.51004016064257e-05
SV_106_Rhodobacterales	0	0.00695546987223104	0.00178366165920171	0.00223163628111052	0.00328088619205532	0.00243128964059197	0.00453207769276045	0.000596036358217851	0.00175425772969812	0.00148234080948698	0.00161543212809427	0	6.10277065787868e-05	0	6.33131786381335e-05	0	0	5.44959128065395e-05	0	0	0
SV_107_Rickettsiales	0	0	0	0	0	0	0	0.000186261361943079	0	0	9.50254192996627e-05	0.000197468021151019	0.00518735505919688	0.00230647253856134	0.00110798062616734	0.00109395109395109	0.000527333450518545	0.0146049046321526	2.17117547440184e-05	0.000754665203073546	0.000376506024096386
SV_108_Oceanospirillales	0.00652772316162013	0.00211688213502684	0.00289349558048278	0.00215598759361525	0.00278698934593946	0.00211416490486258	0.00123602118893467	0.00100581135449262	0.00182735180176888	0.0014178912090745	0.00128284316054545	2.19408912390021e-05	0	0	0	0	0	0	0	0	0
SV_109_Flavobacteriales	0	0.00136085280108868	0.000436006183360419	0.000113473031242908	0.000246948423057927	0.000845665961945032	0.000882872277810477	0.00327819997019818	0.00741904831518164	0.00360917762309874	0.00256568632109089	2.19408912390021e-05	0	7.20772668300418e-05	3.16565893190668e-05	0	0.000175777816839515	0	0.000195405792696166	0.000343029637760703	0.000200803212851406
SV_110_Oceanospirillales	0	0	0	0.00975868068689008	0	5.28541226215645e-05	0	0	7.30940720707551e-05	6.44496004124774e-05	0	0	0	0	0.00174111241254867	0.00276705276705277	0.00347161188258042	0	0	0.000343029637760703	0.000150602409638554
SV_111_Micrococcales	0.0016515926071569	0.00211688213502684	0.00317095406080304	0.00109690596868144	0.00299865942284626	0.00264270613107822	0.00211889346674514	0.00178810907465355	0.00193699290987501	0.00135344160866203	0.00213807193424241	0	0	0	0	0	0	0	0	0	2.51004016064257e-05
SV_112_Oceanospirillales	0	0.000982838134119604	0.00110983392128107	0.00438762387472577	7.05566923022649e-05	0.000158562367864693	0.00282519128899353	0.000558784085829236	0.00029237628828302	0.000773395204949729	0.00361096593338718	8.77635649560085e-05	0	0	0.00373547753964988	6.43500643500643e-05	0.00210933380207418	0	0	0	2.51004016064257e-05
SV_113_Rickettsiales	0	0	0	0	0	0	0	7.45045447772314e-05	0.000219282216212265	6.44496004124774e-05	0	0.000153586238673015	0.00689613084340291	0.00439671327663255	0.00107632403684827	0.000900900900900901	0.000175777816839515	0.0111171662125341	8.68470189760736e-05	0.000548847420417124	0.000301204819277108
SV_114_Oceanospirillales	0	0	0	0	0	0	0	3.72522723886157e-05	0.000109641108106133	6.44496004124774e-05	4.75127096498313e-05	6.58226737170064e-05	0.008299768094715	0.00446879054346259	0.000284909303871601	0.000482625482625483	0.00035155563367903	0.011716621253406	0.000108558773720092	0.000377332601536773	0.000125502008032129
SV_115_Rhodobacterales	0.00196618167518679	0.00302411733575263	0.000872012366720837	0.00200469021862471	0.00197558738446342	0.00269556025369979	0.00306062389640965	0.00111756817165847	0.00248519845040567	0.00264243361691158	0.00104527961229629	0	0	0	3.16565893190668e-05	0	0	0	0	0	0
SV_116_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0.00941264234153191	0.00018308311973636	0.000288309067320167	3.16565893190668e-05	0	0	0	0	0	2.51004016064257e-05
SV_117_Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0.000175527129912017	6.10277065787868e-05	0	0.000474848839786001	0.00115830115830116	0.000307611179469151	0	0.000282252811672239	0.00250411635565313	0.00715361445783132
SV_118_Alteromonadales	0	7.56029333938157e-05	3.96369257600381e-05	0	0	0	5.88581518540318e-05	0.000484279541052004	0.000109641108106133	0.000451147202887342	0.000237563548249157	0	0	0	6.33131786381335e-05	0.000611325611325611	0.000659166813148181	0	0.00482000955317209	0.00185236004390779	0.00233433734939759
SV_119_Oceanospirillales	0	0	0	0	0	0	0	0.000111756817165847	3.65470360353775e-05	6.44496004124774e-05	4.75127096498313e-05	0	0.00622482607103625	0.00425255874297247	0.000379879071828801	0.000482625482625483	0.000307611179469151	0.0109536784741144	0.000173694037952147	0.000343029637760703	0.000200803212851406
SV_120_Rickettsiales	0	0	0	0	0	0	0	7.45045447772314e-05	0.000109641108106133	0.000128899200824955	4.75127096498313e-05	0.000263290694868026	0.0032344684486757	0.00273893613954159	0.0010446674475292	0.000804375804375804	0.00035155563367903	0.0116621253405995	0.000108558773720092	0.000514544456641054	0.000376506024096386
SV_121_Rhodobacterales	0.0060558395595753	0.00120964693430105	0.00174402473344167	0.00124820334367199	0.00162280392295209	0.00269556025369979	0.00164802825191289	0.00115482044404709	0.00160806958555661	0.00051559680329982	0.00118781774124578	0	0.000488221652630294	0.000432463600980251	6.33131786381335e-05	0	0	0.000108991825613079	0	6.86059275521405e-05	0
SV_122_Flavobacteriales	0.0027526543452615	0.00105844106751342	0.00182329858496175	0.00158862243740071	0.00204614407676568	0.00142706131078224	0.00135373749264273	0.000856802264938161	0.00120605218916746	0.00103119360659964	0.00123533045089561	8.77635649560085e-05	0.00122055413157574	0.000648695401470376	9.49697679572003e-05	0.000160875160875161	0.000175777816839515	0.000653950953678474	0.000173694037952147	0.000171514818880351	0.00017570281124498
SV_123_Flavobacteriales	0.00857255210381439	0.000907235200725788	0.00158547703040152	0.00155079809365308	0.00169336061525436	0.00221987315010571	0.00105944673337257	0.000707793175383698	0.0011329581170967	0.00103119360659964	0.00128284316054545	0	0	0	0	0	0	0	0	0	0
SV_124_Rhodobacterales	0	0.00302411733575263	0.000317095406080304	0.00037824343747636	0.00183447399985889	0.000739957716701903	0.00153031194820483	3.72522723886157e-05	0.000365470360353775	0.000322248002062387	0.000475127096498313	0.000109704456195011	0	0	3.16565893190668e-05	0	0	0	0	0.00332738748627881	0.00291164658634538
SV_125_Rhodobacterales	0.00267400707825403	0.00189007333484539	0.000951286218240913	0.00219381193736289	0.00155224723064983	0.0016384778012685	0.00270747498528546	0.000894054537326777	0.00124259922520284	0.00302913121938644	0.000997766902646458	0	0	0	0	0	0	0	0	0	0
SV_126_Flavobacteriales	0.000629178136059772	0.000604823467150525	0.00019818462880019	0.00037824343747636	0.000352783461511324	0.000422832980972516	0.000470865214832254	0.00130382953360155	0.000255829252247643	0.00051559680329982	0.000807716064047133	0	0	0	0.00601475197062269	0	0.00246088943575321	0	0.000217117547440184	0.000102908891328211	5.02008032128514e-05
SV_127_Flavobacteriales	0	0	0	0	0	0	0	0	0.000182735180176888	0.000128899200824955	4.75127096498313e-05	0.000460758716019045	0.0032344684486757	0.00324347700735188	0.000601475197062268	0.00119047619047619	0.00136227808050624	0.0067574931880109	0.000390811585392331	0.000308726673984632	0.000426706827309237
SV_128_Flavobacteriales	0	0	0	0	0	0	0	0	0.000182735180176888	0.000128899200824955	0	0.000351054259824034	0.00610277065787868	0.00511748594493297	0.000316565893190668	0.000804375804375804	0.000966777992617332	0.00555858310626703	0.000151982283208129	0.000274423710208562	0.000301204819277108
SV_129_Flavobacteriales	0	0.000151205866787631	0.000118910777280114	3.7824343747636e-05	3.52783461511324e-05	5.28541226215645e-05	5.88581518540318e-05	0.00115482044404709	0.00314304509904247	0.00025779840164991	0.000427614386848482	0.000702108519648068	6.10277065787868e-05	0	6.33131786381335e-05	0.000225225225225225	0	0	0.00379955708020322	0.000274423710208562	0.000376506024096386
SV_130_Oceanospirillales	0	0	0	0.000151297374990544	0	0	0	0	0	0	0	0	0	0	0.011364715565545	3.21750321750322e-05	0.000659166813148181	0	0	0	0
SV_131_Pseudomonadales	0	0	0	0	3.52783461511324e-05	0	0	0.000298018179108926	0	0	9.50254192996627e-05	0	0	0	0.00284909303871601	0.00276705276705277	0.000659166813148181	0	0.00269225758825828	0.000788968166849616	0.000753012048192771
SV_132_Flavobacteriales	0	0	0	0	0	0	0	0.000335270451497541	0.00058475257656604	0.00225573601443671	0	0.00548522280975053	0.00103747101183938	0	3.16565893190668e-05	0	0.00158200035155563	0	0	0	0.000225903614457831
SV_133_Rickettsiales	0	0	0	0	0	0	0	3.72522723886157e-05	7.30940720707551e-05	0	4.75127096498313e-05	0.00041687693354104	0.00152569266446967	0.000576618134640334	0.000791414732976669	0.000868725868725869	0.000483388996308666	0.0120980926430518	0.000217117547440184	0.000480241492864984	0.000200803212851406
SV_134_Flavobacteriales	0	0	0	0	0	0	0	0.00026076590672031	0.000255829252247643	6.44496004124774e-05	4.75127096498313e-05	0.000153586238673015	0.00201391431709996	0.00129739080294075	0.000886384500933869	0.00106177606177606	0.00136227808050624	0.0049591280653951	0.000890181944504755	0.000411635565312843	0.00070281124497992
SV_135_Cellvibrionales	0	0	0	0	0	0	0	3.72522723886157e-05	0	0	0	0	0	0	0	0.000257400257400257	0.000263666725259272	0	0.00673064397064571	0.000102908891328211	0.000150602409638554
SV_136_Alteromonadales	0	0	0	0	0	0	0	0.000596036358217851	0.00014618814414151	0.000322248002062387	0.000475127096498313	0	0	7.20772668300418e-05	0.000189939535914401	0.000514800514800515	0	0	0.0022363107386339	0.00487102085620198	0.000753012048192771
SV_137_Flavobacteriales	0.00558395595753048	0.000907235200725788	0.00206112013952198	0.00117255465617672	0.00190503069216115	0.00126849894291755	0.000824014125956445	0.000856802264938161	0.000913675900884438	0.000322248002062387	0.000950254192996627	0	6.10277065787868e-05	0	0	0	0	0	0	0	0
SV_138_Sphingobacteriales	0	0	3.96369257600381e-05	3.7824343747636e-05	0	0	0	0	0	0	4.75127096498313e-05	0.00061434495469206	0.00811668497497864	0.00764019028398443	0.000506505429105068	0.000193050193050193	0.000395500087888908	0.000653950953678474	6.51352642320552e-05	0.000102908891328211	0.000200803212851406
SV_139_Flavobacteriales	0	0	0	0	0	0	0	3.72522723886157e-05	0.00014618814414151	0	0	0.000109704456195011	0.00219699743683632	0.001729854403921	0.000759758143657602	0.00112612612612613	0.00114255580945685	0.00583106267029973	0.000564505623344479	0.000583150384193194	0.000552208835341365
SV_140_Rickettsiales	0	0	0	0	0	0	0	3.72522723886157e-05	0.000182735180176888	0	4.75127096498313e-05	0.000197468021151019	0.0014036372513121	0.00079284993513046	0.000728101554338536	0.000643500643500643	0.000395500087888908	0.00899182561307902	0.000108558773720092	0.000823271130625686	0.000200803212851406
SV_141_Oceanospirillales	0	0	0	0	0	0	0	0	0	0	0	0.00649450380674463	0	0	0	0	0	0	0	0	0
SV_142_Oceanospirillales	0	0	0	0	0	0	0	3.72522723886157e-05	0	0	0	0	0.00439399487367265	0.00425255874297247	0.000158282946595334	0.000321750321750322	0.000131833362629636	0.00746594005449591	8.68470189760736e-05	0.000137211855104281	0
SV_143_Oceanospirillales	0	0	0	0	0	0	0	0	0	6.44496004124774e-05	4.75127096498313e-05	0	0.00219699743683632	0.00165777713709096	0.000221596125233467	0.000579150579150579	0.000307611179469151	0.0105177111716621	8.68470189760736e-05	6.86059275521405e-05	7.53012048192771e-05
SV_144_Alteromonadales	0	0	0	0	0	0	0	0	0	0	0	0.000109704456195011	0.000122055413157574	0	0.0016144860552724	0.000225225225225225	0.00593250131833363	0	0	0.00260702524698134	0.000476907630522088
SV_145_Rhodobacterales	0.0022021234762092	0.00052922053375671	0.000951286218240913	0.00257205537483925	0.00127002046144077	0.00169133192389006	0.00064743967039435	0.000894054537326777	0.00105986404502595	0.000580046403712297	0.00114030503159595	0	0	0	3.16565893190668e-05	0	0	0	0	0	0
SV_146_Rhodospirillales	0	0	0	0	0	0	0	7.45045447772314e-05	3.65470360353775e-05	6.44496004124774e-05	0	0	0.00280727450262419	0.00100908173562059	0.000316565893190668	0.000707850707850708	0.000131833362629636	0.00964577656675749	0.000108558773720092	0.000308726673984632	7.53012048192771e-05
SV_147_Oceanospirillales	0	7.56029333938157e-05	0	3.7824343747636e-05	3.52783461511324e-05	0	0	0.000111756817165847	0	0	0	0	6.10277065787868e-05	0	0.000696444965019469	0.00530888030888031	0.00180172262260503	0	2.17117547440184e-05	0.00123490669593853	0.00035140562248996
SV_148_Flavobacteriales	7.86472670074715e-05	0	0	3.7824343747636e-05	0	0	0	0	7.30940720707551e-05	0.000128899200824955	9.50254192996627e-05	0.000241349803629023	0.000366166239472721	0.00079284993513046	0.000411535661147868	0.000965250965250965	0.000131833362629636	0	0.000195405792696166	0.00246981339187706	0.00303714859437751
SV_149_Flavobacteriales	0	0	0	0	0	0	0	7.45045447772314e-05	7.30940720707551e-05	0	4.75127096498313e-05	0.000263290694868026	0.00164774807762724	0.00151362260343088	0.000601475197062268	0.00074002574002574	0.00136227808050624	0.00425068119891008	0.000738199661296626	0.000240120746432492	0.000376506024096386
SV_150_NB1-n	0.000943767204089658	0.000907235200725788	0.00206112013952198	0.000416067781223996	0.00211670076906795	0.00132135306553911	0.000882872277810477	0.00052153181344062	0.00124259922520284	0.000773395204949729	0.000997766902646458	0	0	0	0	0	0	0	0	0	0
SV_151_Oceanospirillales	0	7.56029333938157e-05	0	0	0	0	0	0.000149009089554463	3.65470360353775e-05	0.000128899200824955	9.50254192996627e-05	0	0.000732332478945441	0.00100908173562059	0.000316565893190668	0.000579150579150579	0.000175777816839515	0.00980926430517711	0.00013027052846411	0.000308726673984632	2.51004016064257e-05
SV_152_SAR11_clade	0	0	0	0	0	0	0	0.000111756817165847	7.30940720707551e-05	0	0.000142538128949494	0.000263290694868026	0.00122055413157574	0.000937004468790543	0.000569818607743202	0.000707850707850708	0.000307611179469151	0.00741144414168937	8.68470189760736e-05	0.000343029637760703	0.000276104417670683
SV_153_Alteromonadales	0	0.00052922053375671	0.00019818462880019	0	0.000105835038453397	0.000528541226215645	0.000294290759270159	0.00543883176873789	0.000548205540530663	0.00180458881154937	0.00180548296669359	0	0	0	0	0	0	0	0	0	0
SV_154_Flavobacteriales	0	0.00128524986769487	0.000594553886400571	0.000264770406233452	0.000105835038453397	0.000317124735729387	0.00341377280753384	0.000745045447772314	0.00281412177472407	0.00122454240783707	0.00128284316054545	0	0	0	0	0	0	0	0	0	0
SV_155_Cellvibrionales	0	0	0	0	0	0	0	0.000111756817165847	0	0	4.75127096498313e-05	0.000241349803629023	0.00250213596973026	0.00115323626928067	0.000253252714552534	0.000546975546975547	0.000834944629987696	0.00452316076294278	0.000347388075904295	0.000343029637760703	0.000502008032128514
SV_156_Flavobacteriales	0	0	0	0	0	0	0	0	0.000109641108106133	0	4.75127096498313e-05	0.00190885753779319	0.00402782863419993	0.00317139974052184	3.16565893190668e-05	0.000128700128700129	0.000175777816839515	0.000381471389645777	8.68470189760736e-05	0	7.53012048192771e-05
SV_157_Flavobacteriales	0	0	0	0	0	0	0	0.000111756817165847	7.30940720707551e-05	6.44496004124774e-05	9.50254192996627e-05	0.000263290694868026	0.00262419138288783	0.00273893613954159	0.000348222482509734	0.000386100386100386	0.000527333450518545	0.00392370572207084	0.000173694037952147	0	0.00017570281124498
SV_158_Flavobacteriales	0	0.000604823467150525	0.000634190812160609	0	7.05566923022649e-05	0.000264270613107822	0.00135373749264273	0.00052153181344062	0.003581609531467	0.00109564320701212	0.00156791941844443	0	0	0	0	0	0	0	0	0	0
SV_159_Rhodospirillales	0	0	0	0	0	0	0	3.72522723886157e-05	3.65470360353775e-05	0	0	0.000131645347434013	0.00170877578420603	0.00100908173562059	0.000253252714552534	0.000546975546975547	0	0.00692098092643052	8.68470189760736e-05	6.86059275521405e-05	7.53012048192771e-05
SV_160_Oceanospirillales	0	0	0	0	0	0	0	0.000111756817165847	0	0	0	2.19408912390021e-05	0.0032344684486757	0.00273893613954159	0.000158282946595334	9.65250965250965e-05	0	0.00528610354223433	0	0.000171514818880351	2.51004016064257e-05
SV_161_Caulobacterales	0	0	0	0	0	0	0	0.000111756817165847	7.30940720707551e-05	0	4.75127096498313e-05	0.000219408912390021	0.000854387892103015	0.000576618134640334	0.000443192250466935	0.000353925353925354	0.000483388996308666	0.00452316076294278	0.000369099830648313	0.000240120746432492	0.00052710843373494
SV_162_Oceanospirillales	0	0	0	0	0	0	0	3.72522723886157e-05	7.30940720707551e-05	0	4.75127096498313e-05	6.58226737170064e-05	0.00238008055657268	0.00115323626928067	6.33131786381335e-05	0.000193050193050193	0.000131833362629636	0.00653950953678474	4.34235094880368e-05	0.000137211855104281	5.02008032128514e-05
SV_163_Flavobacteriales	0.000393236335037357	0.000907235200725788	0.000753101589440723	0.000416067781223996	0.000740845269173781	0.00147991543340381	0.00100058858151854	0.000558784085829236	0.00116950515313208	0.00109564320701212	0.000665177935097639	2.19408912390021e-05	0	0	0	0	0	0	0.000108558773720092	0	2.51004016064257e-05
SV_164_Oceanospirillales	0	0	0	0	0	0	0	0	3.65470360353775e-05	6.44496004124774e-05	4.75127096498313e-05	4.38817824780043e-05	0.00176980349078482	0.00158569987026092	0.000126626357276267	0.000321750321750322	8.78889084197574e-05	0.00615803814713896	6.51352642320552e-05	0.000343029637760703	0
SV_165_Rhodobacterales	0.00102241447109713	0.000907235200725788	0.00118910777280114	0.000907784249943263	0.000705566923022649	0.00110993657505285	0.00100058858151854	0.000819549992549546	0.000511658504495285	0.00051559680329982	0.000475127096498313	0	0	0	0	0	0	0	0	0	0
SV_166_SAR11_clade	0	0	0	0	0	0	0	0	3.65470360353775e-05	6.44496004124774e-05	0	0.000175527129912017	0.00158672037104846	0.00122531353611071	0.000474848839786001	0.000353925353925354	0.000219722271049394	0.00528610354223433	4.34235094880368e-05	0.000102908891328211	7.53012048192771e-05
SV_167_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0.00388353774930338	0.00018308311973636	0.000576618134640334	0	0	0	0	2.17117547440184e-05	0	0
SV_168_Flavobacteriales	0.000157294534014943	7.56029333938157e-05	0	0.000151297374990544	7.05566923022649e-05	5.28541226215645e-05	5.88581518540318e-05	0.000149009089554463	0.000109641108106133	0	0	0.000921517432038089	0.00421091175393629	0.00245062707222142	0.000253252714552534	9.65250965250965e-05	0.000131833362629636	0	8.68470189760736e-05	0	5.02008032128514e-05
SV_169_Flavobacteriales	0	0	0	0	0	0	0	0.000186261361943079	0	0	0.000142538128949494	0.00127257169186212	0.0014036372513121	0.00216231800490125	0.000189939535914401	0.000321750321750322	0.00035155563367903	0.00158038147138965	8.68470189760736e-05	0.000102908891328211	0.000100401606425703
SV_170_Oceanospirillales	0	0	0	0	0	0	0	3.72522723886157e-05	0	0	0	4.38817824780043e-05	0.00299035762236055	0.00165777713709096	6.33131786381335e-05	9.65250965250965e-05	4.39444542098787e-05	0.00512261580381471	0	0.000205817782656422	0
SV_171_Flavobacteriales	0.000157294534014943	0.000378014666969078	0.00103056006976099	0.000416067781223996	0.000917236999929443	0.000845665961945032	0.000706297822248381	0.000558784085829236	0.000657846648636796	0.000708945604537252	0.000570152515797976	0.000153586238673015	6.10277065787868e-05	0.000216231800490125	0.000126626357276267	0	8.78889084197574e-05	0	2.17117547440184e-05	6.86059275521405e-05	0.000125502008032129
SV_172_SAR11_clade	0	0	0	0	0	0	0	0.000111756817165847	0	6.44496004124774e-05	0	0.000153586238673015	0.00219699743683632	0.00165777713709096	0.000253252714552534	0.000546975546975547	0.000131833362629636	0.00381471389645777	6.51352642320552e-05	0.000240120746432492	2.51004016064257e-05
SV_173_Flavobacteriales	0	0	0	0	0	0	0	3.72522723886157e-05	7.30940720707551e-05	0.000193348801237432	0	8.77635649560085e-05	0.000793360185524228	0.000504540867810293	0.000126626357276267	0.000868725868725869	0.000307611179469151	0.00463215258855586	0.00013027052846411	0.000102908891328211	0.000376506024096386
SV_174_Oceanospirillales	0	7.56029333938157e-05	0	0	3.52783461511324e-05	5.28541226215645e-05	5.88581518540318e-05	0.000186261361943079	3.65470360353775e-05	0.000128899200824955	0.000190050838599325	0	0	0	0	0.000482625482625483	0	0	0	0.00284714599341383	0.00145582329317269
SV_175_Rhodobacterales	0.0005505308690523	0.000907235200725788	0.000554916960640533	0.00056736515621454	0.000564453538418119	0.000845665961945032	0.0012948793407887	0.000633288630606467	0.000767487756742928	0.00122454240783707	0.000380101677198651	0	0	0	0	0	0	0	0	0	0
SV_176_Rhodospirillales	0	0	0	3.7824343747636e-05	7.05566923022649e-05	0	0	0	0	0	0	2.19408912390021e-05	0.00360063468814842	0.00100908173562059	6.33131786381335e-05	0.000225225225225225	8.78889084197574e-05	0.00354223433242507	4.34235094880368e-05	0.000274423710208562	2.51004016064257e-05
SV_177_Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0.000109704456195011	0	0	0.00272246668143974	0	0.000703111267358059	0	0	0.000754665203073546	0.0008785140562249
SV_178_SAR11_clade	0	0	0	0	0	0	0	0	3.65470360353775e-05	0	0	0.000131645347434013	0.00134260954473331	0.001729854403921	0.000316565893190668	0.000418275418275418	4.39444542098787e-05	0.00392370572207084	4.34235094880368e-05	0.000102908891328211	0.00017570281124498
SV_179_Flavobacteriales	0.0005505308690523	0.000604823467150525	0.000951286218240913	0.000491716468719268	0.000705566923022649	0.00105708245243129	0.000824014125956445	0.000819549992549546	0.000621299612601418	6.44496004124774e-05	0.000617665225447807	0	0	0	0	0	0	0	0	0	0
SV_180_Flavobacteriales	0	0	0	0.00597624631212648	0	0	0	3.72522723886157e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
SV_181_Rhizobiales	0	0	0	0	0	0	0	0	7.30940720707551e-05	6.44496004124774e-05	0	8.77635649560085e-05	0.00122055413157574	0.00108115900245063	0.000253252714552534	0.000482625482625483	0.000307611179469151	0.00397820163487738	8.68470189760736e-05	0.000102908891328211	0.00017570281124498
SV_182_SubsectionI	0	0	0	0	0	0	0	0	0	6.44496004124774e-05	0.000142538128949494	0.000153586238673015	0.000427193946051507	0.000144154533660084	0.000443192250466935	0.000128700128700129	0.000439444542098787	0.00463215258855586	0.000195405792696166	0.000137211855104281	0.000301204819277108
SV_183_Rickettsiales	0	0	0	0	0	0	0	0	3.65470360353775e-05	0	9.50254192996627e-05	6.58226737170064e-05	0.000366166239472721	7.20772668300418e-05	0.000126626357276267	0.000386100386100386	0.000307611179469151	0.00577656675749319	0.000108558773720092	0.000240120746432492	7.53012048192771e-05
SV_184_Oceanospirillales	0	0	0	3.7824343747636e-05	0	0	0	3.72522723886157e-05	3.65470360353775e-05	0	0	2.19408912390021e-05	0	0	0.00272246668143974	0.000675675675675676	0.000966777992617332	0	0	0.000274423710208562	0.000376506024096386
